Timestamp,Motion_WorldPositionZ,Motion_WorldPositionY,Motion_WorldPositionX,TotalLapDistance,Steer,Speed,LapDistance,Gear,EngineTemp,EngineRPM,Brake,DriverStatus,LapNumber,LapValidity,PitStatus,Sector,streamId,eventId
1687180461465097700,194.53404235839844,99.28608703613281,-10.678524017333984,2124.189208984375,-1,232,2124.189208984375,6,90,10673,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461523462500,191.23312377929688,99.41191864013672,-8.829471588134766,2127.96484375,-1,234,2127.96484375,6,90,10750,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461580114600,188.00057983398438,99.53065490722656,-7.038534641265869,2131.648681640625,-1,235,2131.648681640625,6,90,10814,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461637102400,184.7174072265625,99.64824676513672,-5.2465500831604,2135.374267578125,-1,237,2135.374267578125,6,90,10878,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461680784500,182.17669677734375,99.73819732666016,-3.8862156867980957,2138.23974609375,0,238,2138.23974609375,6,90,10926,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461738214700,178.80674743652344,99.85681915283203,-2.1127572059631348,2142.02001953125,0,239,2142.02001953125,6,90,10988,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461781671800,176.23606872558594,99.94633483886719,-0.7794669270515442,2144.896728515625,0,240,2144.896728515625,6,90,11035,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461840372300,172.7350616455078,100.06717681884766,1.0102787017822266,2148.8056640625,0,241,2148.8056640625,6,90,11094,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461883943800,170.1178436279297,100.15862274169922,2.3339059352874756,2151.722900390625,0,242,2151.722900390625,6,90,11142,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461941995900,166.60943603515625,100.27919006347656,4.096425533294678,2155.629150390625,0,244,2155.629150390625,6,90,11202,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180461986025100,163.93386840820312,100.36969757080078,5.4350175857543945,2158.606201171875,0,245,2158.606201171875,6,90,11246,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462044748600,160.34677124023438,100.49034881591797,7.225352764129639,2162.59619140625,0,246,2162.59619140625,6,90,11303,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462088732000,157.64724731445312,100.58223724365234,8.57091999053955,2165.604736328125,1,247,2165.604736328125,6,90,11349,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462147329600,154.0354461669922,100.70372009277344,10.373636245727539,2169.684814453125,1,248,2169.684814453125,6,90,11402,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462191435100,151.3080596923828,100.79879760742188,11.742558479309082,2172.775390625,1,249,2172.775390625,6,90,11443,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462249742800,147.695556640625,100.928466796875,13.576135635375977,2176.886962890625,1,250,2176.886962890625,6,90,11499,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462306146900,144.200439453125,101.05548858642578,15.38731575012207,2180.8935546875,1,251,2180.8935546875,6,90,11548,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462362249600,140.7328338623047,101.18807220458984,17.24147605895996,2184.909912109375,1,252,2184.909912109375,6,90,11597,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462418890300,137.25267028808594,101.3287353515625,19.18309211730957,2188.99951171875,1,253,2188.99951171875,6,90,11653,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462475454600,133.8087921142578,101.46774291992188,21.20572853088379,2193.09033203125,1,254,2193.09033203125,6,90,11700,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462532312600,130.39193725585938,101.60975646972656,23.336971282958984,2197.1943359375,1,255,2197.1943359375,6,90,11746,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462589037200,127.03748321533203,101.75227355957031,25.56648826599121,2201.286376953125,1,256,2201.286376953125,6,90,11791,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462632089900,124.53285217285156,101.86067962646484,27.33037757873535,2204.3955078125,1,256,2204.3955078125,6,90,11820,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462689623100,121.2478256225586,102.00701141357422,29.78533172607422,2208.561279296875,1,257,2208.561279296875,6,90,11871,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462746198900,118.09878540039062,102.149658203125,32.30118179321289,2212.66748046875,1,256,2212.66748046875,7,90,10323,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462802515300,115.05625915527344,102.29271697998047,34.90084457397461,2216.748046875,1,255,2216.748046875,7,90,10277,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462859598400,112.0699462890625,102.43841552734375,37.63069534301758,2220.853271484375,1,255,2220.853271484375,7,90,10342,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462916658700,109.17543029785156,102.58314514160156,40.45796585083008,2224.946044921875,1,255,2224.946044921875,7,90,10397,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180462972681300,106.4222412109375,102.72341918945312,43.3289794921875,2228.965087890625,1,255,2228.965087890625,7,90,10406,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463029615700,103.72000885009766,102.8680419921875,46.34181213378906,2233.057861328125,1,256,2233.057861328125,7,90,10418,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463072779000,101.73689270019531,102.97827911376953,48.68780517578125,2236.171875,1,256,2236.171875,7,90,10423,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463129595100,99.21613311767578,103.1254653930664,51.85509490966797,2240.28173828125,1,256,2240.28173828125,7,90,10436,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463172361600,97.38558959960938,103.23490905761719,54.294830322265625,2243.36376953125,1,257,2243.36376953125,7,90,10458,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463229589700,95.02474975585938,103.37486267089844,57.630069732666016,2247.477294921875,1,257,2247.477294921875,7,90,10464,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463286917000,92.76465606689453,103.50885772705078,61.0498046875,2251.5947265625,1,257,2251.5947265625,7,90,10457,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463343691100,90.63579559326172,103.6412353515625,64.51348876953125,2255.67919921875,1,258,2255.67919921875,7,90,10460,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463399885400,88.63612365722656,103.76984405517578,68.01232147216797,2259.73779296875,1,258,2259.73779296875,7,90,10473,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463456053000,86.7449722290039,103.89384460449219,71.57598876953125,2263.80712890625,1,258,2263.80712890625,7,90,10464,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463512277900,84.96582794189453,104.02201843261719,75.2086410522461,2267.86669921875,1,259,2267.86669921875,7,90,10461,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463568601900,83.29700469970703,104.15299987792969,78.9089126586914,2271.926025390625,1,259,2271.926025390625,7,90,10496,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463625330200,81.72604370117188,104.27735137939453,82.6912612915039,2276.014892578125,1,260,2276.014892578125,7,90,10511,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463681780100,80.27496337890625,104.39493560791016,86.50775909423828,2280.092041015625,1,260,2280.092041015625,7,90,10517,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463724829000,79.24749755859375,104.48478698730469,89.4517822265625,2283.21142578125,1,261,2283.21142578125,7,90,10532,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463782308800,77.98226165771484,104.60263061523438,93.42488098144531,2287.388916015625,1,261,2287.388916015625,7,90,10557,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463839342400,76.84942626953125,104.71665954589844,97.41145324707031,2291.518798828125,1,261,2291.518798828125,7,90,10570,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463895227700,75.86182403564453,104.82899475097656,101.3564224243164,2295.55322265625,1,262,2295.55322265625,7,90,10596,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463950647600,75.00106811523438,104.93628692626953,105.30291748046875,2299.55126953125,1,262,2299.55126953125,7,90,10626,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180463993379800,74.41824340820312,105.0150375366211,108.36622619628906,2302.63671875,1,262,2302.63671875,7,90,10630,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464049860300,73.76068878173828,105.1177978515625,112.43983459472656,2306.725830078125,1,263,2306.725830078125,7,90,10640,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464105577700,73.23995208740234,105.21917724609375,116.48171997070312,2310.774169921875,1,263,2310.774169921875,7,90,10664,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464161493600,72.84246063232422,105.31542205810547,120.55733489990234,2314.8232421875,1,263,2314.8232421875,7,90,10686,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464217718400,72.57141876220703,105.40880584716797,124.67054748535156,2318.88037109375,1,264,2318.88037109375,7,90,10682,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464273996600,72.4315414428711,105.50138854980469,128.79872131347656,2322.93505859375,1,264,2322.93505859375,7,90,10698,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464330519000,72.42311096191406,105.59158325195312,132.95211791992188,2327.01025390625,1,264,2327.01025390625,7,90,10705,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464387224400,72.54841613769531,105.68083953857422,137.12132263183594,2331.1083984375,1,265,2331.1083984375,7,90,10711,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464443975700,72.80950164794922,105.77130889892578,141.2924346923828,2335.21923828125,1,265,2335.21923828125,7,90,10720,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464500749800,73.20335388183594,105.85964965820312,145.45962524414062,2339.306640625,1,265,2339.306640625,7,90,10738,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464557398100,73.7247085571289,105.93990325927734,149.6085205078125,2343.366943359375,1,265,2343.366943359375,7,90,10752,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464614153200,74.3773422241211,106.01507568359375,153.7519073486328,2347.42626953125,1,266,2347.42626953125,7,90,10747,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464670049900,75.14984893798828,106.0882568359375,157.8152313232422,2351.426025390625,1,266,2351.426025390625,7,90,10768,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464725870400,76.0447006225586,106.15450286865234,161.8520965576172,2355.430419921875,1,266,2355.430419921875,7,90,10778,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464768572100,76.81344604492188,106.20181274414062,164.9237518310547,2358.50927734375,1,267,2358.50927734375,7,90,10773,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464826155000,77.97093200683594,106.2710189819336,169.038330078125,2362.666748046875,1,267,2362.666748046875,7,90,10782,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464883188500,79.25138092041016,106.34357452392578,173.07850646972656,2366.779541015625,1,267,2366.779541015625,7,90,10806,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464938581700,80.6163558959961,106.40999603271484,176.96600341796875,2370.773681640625,1,267,2370.773681640625,7,90,10833,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180464994703500,82.11886596679688,106.4692611694336,180.86611938476562,2374.825439453125,1,268,2374.825439453125,7,90,10830,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465051115300,83.7529067993164,106.5296630859375,184.74119567871094,2378.90771484375,0,268,2378.90771484375,7,90,10843,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465106783200,85.48097229003906,106.58673858642578,188.5202178955078,2382.995849609375,0,268,2382.995849609375,7,90,10882,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465163328400,87.3436050415039,106.63674926757812,192.3162841796875,2387.2255859375,0,269,2387.2255859375,7,90,10897,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465219908000,89.30976867675781,106.67512512207031,196.07284545898438,2391.4658203125,0,270,2391.4658203125,7,90,10958,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465275949700,91.35746765136719,106.70357513427734,199.749267578125,2395.67041015625,-1,270,2395.67041015625,7,90,10927,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465330965300,93.4596176147461,106.72221374511719,203.3168487548828,2399.8017578125,-1,271,2399.8017578125,7,90,10916,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465385397200,95.62085723876953,106.73590850830078,206.80921936035156,2403.8916015625,-1,271,2403.8916015625,7,90,10926,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465439638400,97.83464050292969,106.7499771118164,210.26458740234375,2407.9716796875,-1,272,2407.9716796875,7,90,10950,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465494558600,100.10021209716797,106.75827026367188,213.76153564453125,2412.111572265625,-1,273,2412.111572265625,7,90,10982,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465549532200,102.35282897949219,106.75965881347656,217.2852325439453,2416.26953125,-1,274,2416.26953125,7,90,11011,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465605543400,104.59739685058594,106.76223754882812,220.91912841796875,2420.5224609375,-1,274,2420.5224609375,7,90,11045,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465662607400,106.80619812011719,106.76581573486328,224.6780242919922,2424.871337890625,0,275,2424.871337890625,7,90,11078,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465718866600,108.90385437011719,106.76737976074219,228.4404296875,2429.173828125,0,275,2429.173828125,7,90,11105,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465774401000,110.9011459350586,106.76959991455078,232.20516967773438,2433.43408203125,0,276,2433.43408203125,7,90,11112,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465830240500,112.83448791503906,106.78413391113281,236.0398406982422,2437.728759765625,0,277,2437.728759765625,7,90,11130,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465885584100,114.68043518066406,106.8033218383789,239.8688507080078,2441.9794921875,0,273,2441.9794921875,7,90,10829,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465940504300,116.42504119873047,106.8121566772461,243.60702514648438,2446.104248046875,0,266,2446.104248046875,7,90,10558,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180465995497000,118.09011840820312,106.81415557861328,247.25730895996094,2450.11474609375,0,258,2450.11474609375,7,90,10256,0.9787315130233765,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466051840100,119.72615814208984,106.81189727783203,250.89422607421875,2454.100830078125,1,251,2454.100830078125,7,90,9962,0.9188880324363708,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466095175000,120.94853973388672,106.80827331542969,253.6207275390625,2457.08740234375,1,245,2457.08740234375,7,90,9748,0.8367693424224854,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466151655400,122.51242065429688,106.80101013183594,257.0904846191406,2460.8916015625,1,240,2460.8916015625,7,90,9565,0.3769160509109497,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466207861200,124.04900360107422,106.79585266113281,260.4441223144531,2464.57958984375,1,232,2464.57958984375,7,90,9212,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466264543800,125.58794403076172,106.79602813720703,263.705078125,2468.1396484375,1,225,2468.1396484375,7,90,8939,0.9996472597122192,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466321291200,127.13436126708984,106.79322052001953,266.8510437011719,2471.5849609375,1,219,2471.5849609375,7,90,9072,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466364466000,128.32156372070312,106.78494262695312,269.1637878417969,2474.138916015625,1,215,2474.138916015625,6,90,9739,0.9901432394981384,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466421449900,129.92074584960938,106.7694320678711,272.12152099609375,2477.443359375,1,210,2477.443359375,6,90,9470,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466477499300,131.5358428955078,106.74604034423828,274.9272155761719,2480.6279296875,1,206,2480.6279296875,6,90,9406,0.0010000000474974513,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466533426500,133.20657348632812,106.72035217285156,277.6389465332031,2483.766357421875,1,202,2483.766357421875,6,90,9137,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466589678100,134.93418884277344,106.69845581054688,280.2517395019531,2486.842041015625,1,198,2486.842041015625,6,90,8977,0.560664713382721,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466646047800,136.72012329101562,106.67964172363281,282.76593017578125,2489.843017578125,1,196,2489.843017578125,6,90,8915,0.0010000000474974513,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466702493900,138.5701446533203,106.656494140625,285.19915771484375,2492.808837890625,1,193,2492.808837890625,6,90,8718,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466759123100,140.46969604492188,106.62720489501953,287.53912353515625,2495.730224609375,1,189,2495.730224609375,6,90,8446,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466814630800,142.37335205078125,106.5974349975586,289.730712890625,2498.546142578125,1,186,2498.546142578125,6,90,8385,0.3453996777534485,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466870413100,144.327392578125,106.56280517578125,291.83868408203125,2501.341064453125,1,184,2501.341064453125,6,90,8222,1,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466925997000,146.3136749267578,106.52847290039062,293.8399353027344,2504.093994140625,1,181,2504.093994140625,6,90,8110,0.8451462984085083,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180466981531400,148.3280792236328,106.50137329101562,295.72955322265625,2506.7998046875,1,177,2506.7998046875,5,90,9285,0.5526676177978516,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467037145900,150.36878967285156,106.47368621826172,297.5198059082031,2509.45166015625,1,174,2509.45166015625,5,90,9136,0.5658432841300964,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467092314000,152.41366577148438,106.44451904296875,299.1962585449219,2512.029541015625,1,170,2512.029541015625,5,90,8976,0.5662586688995361,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467147836900,154.48916625976562,106.41590118408203,300.78204345703125,2514.57470703125,1,167,2514.57470703125,5,90,8805,0.5649760365486145,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467203577300,156.58596801757812,106.3840103149414,302.2764587402344,2517.0859375,1,164,2517.0859375,5,90,8676,0.5528468489646912,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467259432100,158.69679260253906,106.35086059570312,303.6746520996094,2519.56103515625,1,161,2519.56103515625,5,90,8520,0.5530356764793396,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467316732700,160.86868286132812,106.31293487548828,305.0096435546875,2522.06201171875,1,158,2522.06201171875,5,90,8332,0.4100371301174164,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467373934000,163.0399627685547,106.27212524414062,306.2425231933594,2524.5234375,1,155,2524.5234375,5,90,8197,0.4076344668865204,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467429354000,165.14369201660156,106.2291030883789,307.3439025878906,2526.8798828125,1,152,2526.8798828125,5,90,8465,0.40631866455078125,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467484220800,167.2183074951172,106.18541717529297,308.3433837890625,2529.163818359375,1,149,2529.163818359375,4,90,9215,0.37123870849609375,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467539820000,169.31756591796875,106.13887023925781,309.26873779296875,2531.435302734375,1,147,2531.435302734375,4,90,9202,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467596193600,171.457275390625,106.08454132080078,310.1269226074219,2533.71630859375,1,146,2533.71630859375,4,90,9132,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467639375900,173.10482788085938,106.04422760009766,310.7254638671875,2535.45068359375,1,145,2535.45068359375,4,90,9099,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180467696996900,175.31851196289062,105.99376678466797,311.447021484375,2537.75634765625,1,145,2537.75634765625,4,90,9139,0,Flying_lap,1,Invalid,None,1,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
